RF_runs_num,Annual Mean Temperature,Mean Diurnal Range,Isothermality,Temperature Seasonality,Max Temperature of Warmest Month,Min Temperature of Coldest Month,Temperature Annual Range,Mean Temperature of Wettest Quarter,Mean Temperature of Driest Quarter,Mean Temperature of Warmest Quarter,Mean Temperature of Coldest Quarter,Annual Precipitation,Precipitation of Wettest Month,Precipitation of Driest Month,Precipitation Seasonality,Precipitation of Wettest Quarter,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Coldest Quarter,Evapotranspiration,Climate water deficit,Palmer Drought Severity Index,Reference evapotranspiration,Precipitation accumulation,Soil moisture,Minimum temperature,Maximum temperature,Vapor pressure,Vapor pressure deficit,Wind-speed at 10m,Snow cover,Soil bulk density at 0-30 cm depth,Clay content at 0-30 cm depth,Soil organic carbon content at 0-30 cm depth,Soil pH in H2O at 0-30 cm depth,Sand content,Soil water content,Percent tree cover,Percent non tree cover,Percent non vegetation,Normalized Difference Vegetation Index,Enhanced Vegetation Index,Gross primary production,Net photosynthesis,leaf area index,Elevation,latitude,longitude,The estimated number of persons per square kilometer,Global Human Modification
0.0,0.021250863166270055,0.014076225396654344,0.01984168575847199,0.020044683275103257,0.01375892309451834,0.023530458200687436,0.01895999204285841,0.021759609007548936,0.022452412337344105,0.016684415360135152,0.022030191892195676,0.020486730297301154,0.02426387487261852,0.016933962123573246,0.021750428182910616,0.029217402719844934,0.02026720743155947,0.03099767065655562,0.022632599786919533,0.025714249774604753,0.016639859212994525,0.03000188973707869,0.014728488531262397,0.02501503870123974,0.018629026204126764,0.021230991968096708,0.024488026399090142,0.026041120913835102,0.013898482287728352,0.017990407413807023,0.019370784700603653,0.016156500406794585,0.02768346009218406,0.018299817619981815,0.013778676006626113,0.020628994040346276,0.014862669093283565,0.013525745046086342,0.01187580902796992,0.01817441462225531,0.021574750582257374,0.017236345421067847,0.026565204010512475,0.019560515121907037,0.023120063353902386,0.015033544510165016,0.017553705713737825,0.013232730713774047,0.019548720131926232,0.01690063303768324
1.0,0.02156825170582402,0.014980483237012253,0.020676836608524884,0.02182350976182182,0.01382765670617361,0.026414370825616915,0.019790078689339935,0.020631264285048637,0.02409275244403447,0.02177031376919343,0.023417371094758152,0.022362249220837807,0.02756940363009479,0.017013962910362338,0.022174373190291106,0.02549596215664473,0.02050214558344821,0.02872554619723629,0.023096979269955922,0.02417084232150792,0.016288007995089875,0.026548997334106362,0.014536528195935644,0.02515818552570988,0.021018318448970553,0.029210865248051505,0.019415975494293507,0.02941238994088259,0.013853178376474281,0.01916457445984362,0.01937673942549626,0.016087507035004205,0.019416608135585264,0.0170164035663191,0.015313297023407398,0.020551906919437642,0.015292528825280776,0.016576788835048956,0.013372264193231,0.015863395748852458,0.02003493462809128,0.015929871668567595,0.017872551076381294,0.01852809602929827,0.01906002209567604,0.017979473285469085,0.01677381536839119,0.01545484017984029,0.018242424630868836,0.016545156702668096
2.0,0.022674177311419522,0.01887161209437903,0.01763370961066957,0.020382668966647432,0.015360268323930152,0.02457234244199368,0.01867701747040629,0.02014464255700854,0.024020620729721633,0.02003756478072876,0.02199771418114824,0.01986422557789229,0.023869330464019498,0.014001738002417972,0.0184891383740125,0.02692954203920755,0.01759973309878652,0.027786537890733654,0.018296586849400574,0.02501116912522241,0.016203779647197075,0.030402907543342364,0.01848594412085861,0.01883877992992335,0.022446828785161455,0.024563860353881074,0.02462352771639555,0.03073400849579333,0.016800787071973636,0.020924507355320605,0.019018554770689314,0.016809897879158642,0.028816068335127898,0.019123370829811987,0.015763380675783104,0.023373200927892072,0.014575337981681561,0.013850255983433766,0.013250202166066281,0.01260003776082642,0.018999212217453067,0.014645514778828144,0.027308764331157146,0.021246661116274282,0.0205270769568199,0.016175049291250323,0.017650309888299166,0.014124164383636579,0.01670515931002335,0.015192509506194024
3.0,0.020746354969831616,0.016521438541507432,0.02176619594970291,0.019553254031030896,0.015000472618598975,0.022426120699937747,0.01845804488618472,0.020905996703464047,0.02433706418332552,0.01827565827772082,0.020679589087154168,0.02036645649808342,0.025424103932779267,0.017481606950863846,0.016864949176594847,0.028166235408255587,0.02319663806551612,0.030290499874607333,0.019301219324747303,0.023225565981592446,0.01586805348736726,0.033665462267203135,0.015300433209955487,0.01992385206469577,0.019374625593811947,0.0202145298819102,0.024114070784929872,0.026943519812806335,0.015828529303735624,0.018805431699673837,0.019807237309642713,0.016941482355996077,0.030800274559592465,0.018897211743359916,0.014575586078520367,0.022097704106467855,0.014793791097243866,0.015041588883995854,0.01174893911274129,0.017559354002299146,0.019268646421853795,0.015904045403387114,0.025431169960313787,0.020874421835711175,0.016361929679553508,0.01704198448042239,0.01711302272574405,0.013782070220279665,0.0208082729680204,0.018125293787266256
4.0,0.023019992590376615,0.014898334392840136,0.021546465272939654,0.019869981201289997,0.014329365110240997,0.0244439277061468,0.019429341677999156,0.024204563128077762,0.02362747889722206,0.019574371368976447,0.023197247157099345,0.02111911285996718,0.02361083829551416,0.017308660526886552,0.01814425732068451,0.02595929087132973,0.020089322986900013,0.031518948400062155,0.022221835452161602,0.028736521899980074,0.015493436075424654,0.029843262188982728,0.016806343857414335,0.021716292017910744,0.017974098208292016,0.021087778313819784,0.022787423398790148,0.026684782815239366,0.016044043450769655,0.01685301801255477,0.01943287535567279,0.017101717052305742,0.02745760998373691,0.018530133356418323,0.01519253241274887,0.0209604597630915,0.014632248321666742,0.013744393829740832,0.010933414104266364,0.01618124980950515,0.01917814232620049,0.014790297076097641,0.027303492506510662,0.01770960346722964,0.01700201779011136,0.01655738785988742,0.01858403189562748,0.015155453235256643,0.018784897304980074,0.01862770709305215
5.0,0.023018862438021277,0.015393020976813524,0.021345991937227193,0.02113790566914588,0.015109201538177667,0.024249194455665826,0.019575572940637352,0.025027221800958416,0.024933702505641704,0.01986469939142241,0.02330226107735217,0.018432388300095554,0.023412350583714936,0.015172810974819944,0.018669708075964877,0.025408070535164147,0.017141089829062376,0.036858231812294834,0.020536511630992946,0.028710960445274707,0.014856201514285645,0.02615108355498693,0.0161640015187687,0.02093218289782283,0.02133504163412823,0.024388806037400557,0.02203944561504526,0.028266569209496748,0.015009628546692034,0.016348273376393385,0.02005571840643321,0.01730774573827031,0.027592250052103418,0.016550684180121348,0.014124792267692985,0.02299451181978026,0.013601832909957687,0.012733056350878742,0.011428578825530852,0.015088107942846577,0.01748417676655817,0.014810118969179203,0.030698190936972257,0.018976887079525676,0.016188957136721655,0.016081014447707157,0.018546444825676408,0.01568250220503547,0.018868421481685407,0.018395016833855134
6.0,0.021416585535892062,0.01542788393975878,0.019881056935647307,0.01921279138853408,0.014365143105702579,0.024084929741320708,0.01918898368806354,0.021503906039269185,0.02511249427866148,0.019498620309224515,0.021812536163827993,0.01982329636788942,0.021685084402165513,0.014446340930749087,0.018341630740766734,0.024466821287283242,0.01874336439598036,0.029992010681011372,0.020556048905950936,0.02586706296973309,0.016428345477813636,0.02986077596969787,0.017171733718567783,0.02330040085146856,0.022590955858861506,0.02502419819768315,0.022817748549791197,0.027658959974633236,0.01611482368090567,0.018649282759835118,0.017682731881850284,0.01776610125326035,0.029609736205942115,0.018307966709439353,0.014214373949332098,0.018583561270674377,0.01537889436675882,0.014873516515080908,0.012795417386018866,0.01635534014979207,0.019208825188126284,0.017556130319629968,0.025793066746107957,0.020250510266921776,0.018970009440417043,0.01693110036230405,0.01776040494562513,0.013982621460309442,0.019979607717296958,0.018956267018422575
7.0,0.021793052034493342,0.016468090477528393,0.02069105420330008,0.019186070630490052,0.015101613028930073,0.02499648184812825,0.020466885005001458,0.024054408346298732,0.024374583592761356,0.02097743955522064,0.021598269179022855,0.021797526759872055,0.024474431857164178,0.015300477725070148,0.017676156521870677,0.027370849775311092,0.01914442426410232,0.030321167656673226,0.02147649171624925,0.029475208391444498,0.016313474227699895,0.02355894507347415,0.019116375512683508,0.02270931657970876,0.01684260622775248,0.024305763893531514,0.023176913730951456,0.027297354606688064,0.01907904921506601,0.018661131468082993,0.01757631935620792,0.01643538475895023,0.029432797327003404,0.018416194637781626,0.014465777320858533,0.019252355581482947,0.01431156164673132,0.013796136104293703,0.012115184210202459,0.015648709720661774,0.019823207930960738,0.0154377311711885,0.022156124599847723,0.018789991692950654,0.020706590361898706,0.01610861604367732,0.016063272167508337,0.013845470410708986,0.018916997435885652,0.018895964416628143
8.0,0.021558800065462347,0.015599361748488362,0.01993573419183892,0.01886289689912829,0.013893158899290797,0.024922104118161693,0.018578298085838447,0.023209184073831383,0.02373161896502841,0.020393127362424993,0.02018202709561803,0.02063488677430895,0.025322650853881617,0.017182079483239673,0.01686143779267384,0.029124004603434235,0.01857077271238587,0.028783343586736496,0.018959304578874157,0.027940303894868533,0.015314861318134837,0.03178288205245235,0.01669222204392561,0.02389589460962528,0.020766810495403878,0.023251769248707473,0.021040104243924655,0.028674340590616302,0.01815730414511191,0.01702273426241628,0.019953188910193122,0.01445831635836382,0.02713196990816952,0.0168982198655311,0.01441920529057402,0.019903853409592116,0.014118361977265832,0.014568465537430457,0.012958938279485967,0.01606567742165072,0.02194742684582093,0.016965500702830164,0.027009380311650514,0.021487183789585904,0.02140448178881953,0.015724391050920716,0.016453232812390455,0.013292756807815593,0.01727495758617482,0.017120472549901018
9.0,0.02389640333264742,0.019077328752649794,0.020259755200940234,0.025024819192814768,0.0223760514823041,0.021273731914557677,0.024837533475563608,0.016929805743650394,0.020100445379339374,0.02031934288186543,0.020976854968783033,0.02223167392637349,0.028869252920109837,0.019328744466628696,0.021731371801225127,0.021214179289604305,0.01733271217435769,0.02188243541019466,0.02144452580258019,0.02615804767778025,0.01765088675764868,0.02509046138104827,0.024820344107927054,0.019488973976031124,0.02235211194971301,0.019096842766937124,0.026276726884008613,0.017679096332238284,0.017686536535594283,0.016512606026734863,0.01730090890577622,0.0212957354257856,0.024718474823691213,0.017233175695827236,0.01412468414107517,0.013171456654460479,0.016853026486095903,0.013591562502541345,0.013785533583497454,0.017711705794433243,0.02085311597948097,0.016953237864987772,0.018851706127704575,0.019602529509995806,0.019177393797572037,0.022386041641808147,0.022287967513687286,0.013896276476255624,0.014729419624349758,0.019556444939122758
