latitude,longitude,Species diversity
46.24604825,-86.60105661,16.2800380160626
68.35437804,19.04684315,8.89797971905888
-1.143527504,103.567663,3.67193623312024
54.06271366,37.59267352,13.7943435113866
42.58563217,23.24684248,14.3130200040702
42.11688224,23.49267577,9.75013488118735
42.57938217,23.26767581,14.9495805690766
47.59188136,8.77392813,3.82712236046644
67.95646144,19.98642634,15.2060593764065
44.38771521,-69.7885593,16.3455992474234
46.09396494,-92.11563906,13.2914998968678
60.50854596,-149.4427132,13.8717882573081
53.76063038,156.5530712,10.3963353561211
46.47521488,9.819761296,11.846778076529
-1.143527504,103.567663,4.7750987271843
9.381470811,-82.36564062,9.96587142920138
47.16688143,-88.25522301,26.4384323104845
41.67938231,23.46975911,10.4048686789116
42.14813224,23.78850906,10.1535555394309
53.6356304,-2.842736678,9.96939402299417
-0.643527585,-90.32813935,5.51364157141429
53.76063038,156.5572378,1.62862681077094
42.68771548,-8.93440237,9.6916212694762
54.34604695,-2.096903464,16.0192815152383
47.59188136,8.77392813,4.45565973343592
60.75229593,-135.1052155,7.59695589668111
-3.981027051,-79.08439115,28.7953035859252
45.96688162,-71.13855908,22.9061217006093
-0.643527585,-90.30938935,5.65252414903239
47.59188136,8.77392813,3.77976314952352
47.59188136,8.77392813,4.78247048189583
46.27104824,-86.64688994,16.7141395198027
41.54813233,23.64059242,8.31458782420381
61.20437919,65.53850238,10.1208591990748
53.76063038,156.5572378,10.7817913225204
-40.76852116,-72.29272557,17.0
43.29604872,28.04267505,47.7553227856972
37.84604959,-107.7260532,5.47717026306162
-0.643527585,-90.32397268,4.92839715005079
-0.662277582,-90.32813935,9.35194905100093
47.59188136,8.77392813,6.33582617275301
44.87104847,-68.72605947,13.3207917460544
61.3064625,-121.2989677,9.11621511379849
62.33354567,-150.5447964,12.6709423866524
61.84396242,24.28850898,8.12933945416355
42.23146556,23.3489258,7.9942049709324
-1.143527504,103.5655796,3.47039568190377
46.45646488,9.855177957,24.4518468083686
-0.64769425,-90.32813935,4.10801356866643
54.06063033,37.58850685,15.2868388524705
60.23979601,-151.3739629,13.2461441473263
-40.67268785,-72.16564225,17.0
-1.143527504,103.5655796,5.09908441613601
42.20438223,23.3176758,10.0496086049451
-1.143527504,103.5697463,4.60777305148714
-4.616443616,55.43642066,13.1921858548392
52.63146389,21.4676761,33.1644412418416
53.65021373,-77.72605803,15.1345912125145
68.03146143,19.76559304,12.6847565621755
52.93563051,-2.759403358,8.83432243194582
42.22938222,23.3489258,4.17335087696655
42.12313224,23.48225911,4.51941354454485
53.76271371,156.5572378,15.7050984897413
52.71271388,-84.17397367,20.3222169515428
56.67312991,84.52391601,9.12534995690081
62.00229573,-150.0552131,11.8910148588431
54.2668803,156.3780712,6.8583461761784
43.11896541,23.12392583,12.4720206588333
41.69604897,23.48434244,13.2845221423704
57.17312983,12.71351083,19.3954290361683
42.14813224,23.78850906,11.3598588021677
58.42521296,-3.573986561,14.4099303802128
67.86687812,19.17809313,13.340187373692
42.96896544,-81.32397412,13.0795751777321
45.10854843,-63.89481024,10.1917006381975
50.2647976,-63.66981028,13.6806806382798
58.32521298,68.31975194,11.6379764773958
43.44604869,-7.515652597,27.8510494526313
42.10021558,-8.630235752,28.7818939059563
62.78562893,30.94892458,14.9176247574247
53.76063038,156.5551545,8.0885470151325
68.35646138,18.81142652,11.469786663573
52.91479718,-2.771903356,5.61420310033608
-13.91644213,-171.7593763,1.0
58.23354633,68.21766862,23.8663484672011
56.85229655,10.17392791,16.9162758792897
-0.643527585,-90.32813935,8.0463542096011
41.83771562,23.38850912,22.0
42.58563217,23.24684248,10.2277497584203
42.58354883,23.26975914,14.843575526875
41.85646562,24.163509,12.996154906964
-1.235194157,103.6197463,3.23832174128693
53.08146382,-7.992735854,18.6312448038265
-1.143527504,103.567663,4.57401321513325
42.42313219,-8.338569132,15.4213714092291
42.57938217,23.26559248,17.2140311659672
55.18354682,40.22183976,12.8562531716369
46.25229825,-86.62397327,16.5051201794144
43.67729866,-7.973985857,22.0982733298708
41.62104899,24.67809225,3.86291793999334
18.29605272,-65.72397662,80.7871547470798
68.36479471,19.58225973,14.6148727507079
53.8064637,157.6239043,14.6100340077497
45.68563167,-74.04480862,17.7278248600145
53.76063038,156.5551545,12.6688168735286
53.75854704,156.5572378,13.0569301448103
46.40854822,9.703094648,18.7883436751324
-0.643527585,-90.32188935,8.36700569848451
60.98354589,24.66559225,17.0506934509991
60.8897959,68.68850188,10.0430381971325
52.93563051,-2.759403358,9.56061218984612
67.48146152,86.4364157,10.2104403654604
56.90646321,82.64683298,10.2780753825672
38.86688276,-107.0406367,8.71701272144386
47.58979803,8.77392813,5.66964472443027
-1.235194157,103.6197463,6.89087718674581
67.86479479,19.36767643,6.97948056373401
44.36896521,-74.49897521,15.8269451302615
-1.235194157,103.6197463,5.98137376043022
56.97104653,82.60308298,17.6099527465198
54.06063033,37.59267352,11.9907734766505
68.35646138,19.04684315,16.9548102136137
42.68979882,2.234345843,7.66370599802252
46.58354819,-86.07397336,13.8858394557374
42.16271557,23.78017573,8.45012600431044
-45.52685374,170.5551522,17.4857604663983
-43.91018733,168.9801525,30.0392881002408
41.73146564,23.52392577,10.1577478279221
64.28979536,100.2009968,16.5989915631472
-1.143527504,103.5655796,4.92280194068877
62.00437906,-150.0593798,8.9480922779646
58.41062963,-3.703153207,13.6444605997002
-1.143527504,103.5655796,4.24249340729857
-0.643527585,-90.32605601,10.4475727661689
18.27105272,-97.48647154,13.1120292642406
-45.78102036,170.5551522,13.365590594737
60.89187924,86.688499,9.96836829733937
41.74396563,24.14684234,7.18205903540144
-1.143527504,103.5655796,6.31394238294958
43.11896541,23.12392583,27.5778678920388
47.59188136,8.771844797,6.10440281785817
37.87729959,-107.3698033,5.3210173143101
54.59813024,-84.64064026,13.0406911238538
42.82521546,-6.853152704,24.9073737629603
42.77313214,24.25934232,32.1506099153741
-1.235194157,103.6197463,6.77529067019262
53.6356304,-2.844820011,7.6052130663731
52.45854725,17.29892677,24.5976069937971
54.76688022,43.46558925,14.9880670653456
49.10021446,-68.21980955,20.1442121513194
49.12313112,-68.29272621,16.1102833568864
-46.13102031,169.5551524,9.11340479661868
46.98563146,-92.8885556,16.1581575828685
4.996054847,-75.33230841,13.6766900848576
30.55230076,114.4114112,17.8023108539848
-1.143527504,103.5655796,6.08334191939838
68.623128,-149.5802132,19.016547442118
55.62938008,159.5780707,6.41067440774764
54.78563021,43.21975595,6.29636403991566
52.79813053,6.396845177,9.4804076115271
53.4210471,48.03433851,20.2272937506687
53.2064638,156.8843211,12.9283690902621
42.58354883,23.28642581,8.14648632714585
47.59188136,8.771844797,4.35275281637376
43.49813202,-7.551069258,19.1455173957058
53.37938044,14.07601061,29.2283373279652
54.08146366,156.2864045,13.867118760328
41.61688232,24.66559225,2.26465207015665
54.07938033,50.37183814,29.7254959193045
67.26687822,49.88433822,16.8266097298178
60.8897959,68.68850188,15.5997710556789
60.8897959,68.70308521,17.059898217776
41.74396563,24.144759,8.75335546100739
-45.99977033,168.1968193,17.3447442679076
46.71063151,6.161428548,16.9572213839685
53.33354711,35.29475722,16.6527445021165
54.24604697,-2.209403446,11.9946812741707
-46.53518691,169.5551524,11.866040855521
42.75229881,-8.807319057,13.6322615285565
44.16688191,-111.071886,8.7557037015966
-42.8289375,170.9384855,19.5992740486965
59.92312939,12.27184424,14.3322379211287
45.49396503,-74.80522516,18.524479236944
53.76271371,156.5593212,12.8135230255467
-39.58727135,175.5551514,14.3070078038383
-1.235194157,103.6197463,3.51916424671665
42.22938222,23.3489258,5.7086204881696
52.93563051,-2.759403358,14.5290885321601
60.60229595,-151.2114629,11.1136486368598
41.70438231,23.50725911,19.9371321919612
43.48146536,-80.94897418,6.91373832271983
42.76688214,24.26142565,23.3283143330796
-1.235194157,103.6197463,4.46837678070885
43.11479875,23.1343425,17.9511209766192
42.12313224,23.46975911,25.684192393172
59.8731294,12.30517756,13.5535282618433
46.54813153,-86.05939003,26.0137767031863
54.75438022,43.20100595,12.4479157155122
-46.30393695,168.4426526,22.2715930471112
42.40646553,-8.373985793,13.1102721832805
-1.143527504,103.567663,7.71774334752204
60.8897959,68.68850188,3.72128232137553
43.44188203,-7.563569256,31.1531848656472
41.7668823,23.42184245,36.0
52.71896388,-83.94064037,17.1833023086338
-1.143527504,103.567663,3.6869944879294
40.37104919,-7.630235912,17.8492073965279
61.03354588,25.03225886,12.6585121703554
43.55229868,-70.47189252,13.4662519280906
42.76688214,24.25934232,5.38977433928209
60.11687936,71.50100143,17.6361542155618
54.34188028,156.1030712,8.56724041529792
67.53146151,86.64683234,17.3079686753916
53.76063038,156.5572378,14.3382336973386
43.610632,-82.83647388,13.0765641469307
-1.143527504,103.5655796,4.67756835959553
50.20229761,-66.60105981,17.3387173542946
54.11479699,-73.32605873,18.4494383572702
