latitude,longitude,Species cluster 2
53.75854704,156.5572378,0.941176470588235
41.82521562,24.12600901,0.755555555555556
-40.67893785,-72.16355892,0.588235294117647
47.5939647,8.767678131,0.333333333333333
42.14813224,23.78850906,1.10526315789474
42.76688214,24.26142565,1.23076923076923
4.996054847,-75.33230841,1.0
-3.212277173,12.25101091,0.0
55.17938015,40.2176731,0.96
-1.235194157,103.6197463,0.714285714285714
18.58771934,98.48849711,0.534883720930233
58.28354632,-134.5218823,1.23809523809524
58.42521296,-3.573986561,0.947368421052632
62.33354567,-150.5447964,1.17647058823529
41.7481323,23.41142579,1.125
38.86688276,-107.0406367,1.05882352941176
53.6356304,-2.836486679,0.923076923076923
46.58354819,-86.07397336,0.871794871794872
-1.143527504,103.5697463,0.461538461538462
53.6356304,-2.838570012,0.588235294117647
-40.67060451,-72.16980892,0.588235294117647
-0.643527585,-90.32813935,0.5
41.59188232,24.44475896,1.14285714285714
43.25229873,133.7072415,0.222222222222222
41.74396563,24.14684234,0.875
-1.697694083,101.26558,0.742857142857143
64.16687871,100.5176635,1.05555555555556
47.81896466,8.176011559,0.506666666666667
58.4147963,-3.703153207,0.9375
49.68563103,-77.73230803,1.15789473684211
52.91479718,-2.771903356,1.125
60.9022959,68.67600188,1.0
30.55230076,114.4114112,0.315789473684211
53.37938044,14.07601061,0.771428571428571
-8.185193044,21.55100942,0.25
-6.949776575,108.4343289,0.833333333333333
50.29813093,-63.69272694,1.08695652173913
56.85229655,10.17392791,1.0
54.06688033,37.51350686,0.833333333333333
-3.981027051,-79.08439115,0.655737704918033
5.39397145,-52.96356199,0.4
42.06688225,-8.842735718,1.0
46.69396484,10.33017788,0.933333333333333
-7.101859885,107.5114123,0.875
54.78563021,43.21975595,1.125
57.17521316,12.59684418,1.2093023255814
53.33146378,46.82183871,0.846153846153846
42.58354883,23.26767581,1.23076923076923
-36.38102187,148.4093225,0.814814814814815
53.76063038,156.5572378,1.26315789473684
60.8897959,68.68850188,0.857142857142857
53.04188049,105.5593293,0.75
-8.351859684,21.34892612,0.285714285714286
42.16271557,23.78017573,1.33333333333333
45.2710484,-75.46564173,1.1304347826087
42.58979883,23.25100915,1.04347826086957
79.14604298,102.7239131,0.857142857142857
18.27105272,-97.48855487,0.518518518518518
76.88771001,15.53851038,0.631578947368421
42.75229881,-8.807319057,0.875
16.26480304,102.5926631,0.0
42.5814655,23.22184248,0.888888888888889
-40.76643783,-72.21355891,0.75
42.57938217,23.26767581,1.15
-0.643527585,-90.32605601,0.666666666666667
53.4147971,17.23642678,0.618181818181818
47.12729811,6.988511749,1.13636363636364
48.83979783,16.49684356,0.285714285714286
46.5522982,-86.10522336,0.967741935483871
41.87313228,25.12184218,0.0
54.31271362,156.0864046,1.27272727272727
47.59188136,8.771844797,0.285714285714286
-1.143527504,103.567663,0.533333333333333
-1.143527504,103.5655796,0.571428571428571
67.26687822,49.88433822,0.810810810810811
59.79187941,-151.1697963,0.923076923076923
-3.522693791,28.96559157,0.666666666666667
74.47104373,-20.57398384,0.714285714285714
37.82313293,-25.74273301,1.0
54.36896361,-2.994819987,1.14285714285714
60.78354592,22.78642589,0.967741935483871
42.62104883,23.15934249,0.0
54.34604695,-2.096903464,1.0
37.76271627,-25.50106639,0.75
47.22729809,7.048928406,1.0
44.16479858,-111.0073027,1.0
21.47730221,105.632246,0.51063829787234
67.44396152,86.70516566,0.983606557377049
47.58979803,8.780178129,0.111111111111111
42.58354883,23.26975914,1.44444444444444
41.34813236,23.18642582,0.488888888888889
49.07521446,-80.53647425,1.16981132075472
58.32521298,68.31975194,1.10344827586207
53.11063048,156.8780711,1.14285714285714
41.67313231,23.44059245,0.952380952380952
47.59188136,8.769761464,0.333333333333333
41.76479896,24.14267567,0.864864864864865
56.9752132,82.60724965,0.772727272727273
41.62104899,24.67809225,0.916666666666667
60.8897959,68.68850188,0.875
67.48146152,86.4364157,0.64
46.24604825,-86.60105661,0.8125
49.13979778,-56.11147816,1.13513513513514
41.67104898,24.15309234,1.0
52.93563051,-2.759403358,1.04347826086957
42.11688224,23.49267577,1.28
15.55438649,-16.4427345,1.2
54.69188023,-2.37190342,1.16129032258065
