latitude,longitude,Species cluster 3
43.11896541,23.1218425,0.702127659574468
47.59188136,8.77392813,1.5
42.15438223,23.77392573,0.446808510638298
29.57105091,94.57808107,0.529411764705882
-35.64977198,148.8301557,1.09090909090909
48.55021454,-58.43439445,1.35483870967742
15.55438649,-16.4427345,0.6
-0.643527585,-90.32813935,0.0
5.039804839,-52.55939539,0.375
54.24604697,-2.209403446,1.17073170731707
61.84396242,24.28850898,1.15384615384615
43.54188201,-7.505235933,0.681818181818182
47.41896473,-88.00730639,1.3125
18.27313606,-97.48647154,0.6
37.82313293,-25.74273301,0.3
53.63354706,-2.834403346,0.833333333333333
47.5939647,8.767678131,0.0
67.44396152,86.70516566,1.0327868852459
41.81271562,24.11767567,0.833333333333333
56.97104653,82.61766631,0.962264150943396
52.45854725,17.29892677,1.21739130434783
54.20021364,155.8926546,1.04347826086957
46.5522982,-86.10522336,1.45161290322581
-1.143527504,103.5655796,0.9
41.74396563,24.14684234,0.517241379310345
53.63771373,-2.838570012,1.05882352941176
-1.235194157,103.6197463,0.692307692307692
-3.933110392,-74.41147523,0.658536585365854
42.22938222,23.3489258,0.0
42.15438223,23.77392573,0.545454545454545
68.31896138,19.85725969,1.15384615384615
-7.356026511,20.8489262,0.321428571428571
62.33354567,-150.5447964,1.14705882352941
-3.981027051,-79.08439115,0.688524590163934
54.35229695,16.96976015,1.2
42.5689655,23.3239258,0.692307692307692
18.38771937,-97.48022154,0.571428571428571
41.61688232,24.66559225,0.529411764705882
-13.91644213,-171.7802096,0.0
1.527305402,124.9947429,0.0638297872340425
41.70854897,23.46975911,0.375
33.8439669,-5.478152923,1.2
67.44604485,86.70933233,1.42105263157895
58.32521298,68.31975194,1.03448275862069
62.00437906,-150.0593798,1.25
54.78563021,43.21975595,0.5625
-43.24768743,172.5551519,0.807692307692308
54.11479699,-73.32605873,1.15384615384615
61.78354576,24.29475898,1.18181818181818
56.97937986,82.61349965,1.0
-1.143527504,103.5697463,0.923076923076923
60.8897959,68.68850188,1.42105263157895
-7.895609757,114.2634946,0.075
56.50021327,32.91767427,1.11764705882353
53.4210471,48.03433851,0.72972972972973
68.35437804,19.04684315,0.72
-1.143527504,103.5697463,0.5
53.11063048,156.8780711,1.17857142857143
62.60437896,-145.4489639,1.0
42.58354883,23.22600915,0.0
53.90438035,21.2280928,1.36363636363636
42.20646556,23.31559247,0.214285714285714
42.58563217,23.28434247,0.428571428571429
54.78771355,43.43642258,1.03846153846154
42.02104892,24.22392566,0.75
64.15021205,100.5176635,1.02439024390244
42.23146556,23.3489258,0.264705882352941
-43.86227067,169.0655691,1.5
53.75854704,156.5572378,1.23529411764706
-1.233110823,103.6197463,0.666666666666667
47.58979803,8.77392813,1.5
42.58354883,23.26975914,0.342857142857143
61.23562918,65.6280857,1.11864406779661
47.58979803,8.77392813,1.5
45.96688162,-71.13855908,1.25581395348837
43.11688208,23.1218425,0.931034482758621
-54.61643562,-67.77189296,1.36363636363636
54.39813028,-2.97606999,0.767441860465116
54.99604685,-2.307320097,1.0
-1.143527504,103.567663,0.461538461538462
51.91688067,14.31767724,0.441176470588235
46.65021485,10.33226121,0.857142857142857
17.02938625,120.9009935,0.576923076923077
60.8897959,68.68850188,1.5
56.50229661,33.05517424,1.21875
54.4627136,-2.498986733,0.866666666666667
58.36896297,-3.982319829,0.72
48.83979783,16.49684356,0.714285714285714
47.59188136,8.769761464,0.428571428571429
37.7772996,-25.46148306,0.206896551724138
54.06063033,37.58850685,1.2
53.80854704,16.58642688,1.26315789473684
-0.643527585,-90.33230601,0.529411764705882
48.77521451,16.6947602,1.15384615384615
42.6002155,23.27184248,0.51063829787234
15.86896977,100.9926634,0.0810810810810811
42.57938217,23.26559248,0.6
18.38771937,-97.48022154,0.571428571428571
56.48354661,33.01767425,1.10204081632653
-0.643527585,-90.32813935,0.391304347826087
6.083554673,116.5489109,0.829787234042553
48.82104783,16.53226022,0.214285714285714
58.87521289,26.24892533,1.55555555555556
-1.143527504,103.5655796,0.333333333333333
41.03771575,-75.26564176,1.28571428571429
42.96896544,-81.32397412,1.26923076923077
56.97104653,82.60308298,0.947368421052632
46.49813154,9.869761288,0.738461538461539
