latitude,longitude,Species richness
46.40854822,9.703094648,53
60.8897959,68.68850188,17
42.76688214,24.26142565,52
48.77521451,16.6947602,12
-35.66018865,148.8405724,5
-36.38102187,148.4801558,27
49.12313112,-68.29272621,54
58.77937957,68.78016853,35
-35.52060534,148.7697391,31
53.76063038,156.5530712,17
18.3898027,-97.48022154,19
60.8897959,68.70308521,60
-0.643527585,-90.32605601,19
34.92105006,136.0801578,40
42.76688214,24.25934232,44
60.47104597,-150.7281297,55
-40.74977117,-72.31564223,37
54.78771355,43.22183928,24
42.98354877,-8.848985718,7
47.59188136,8.77392813,4
-0.643527585,-90.32605601,16
62.78562893,30.94892458,29
-0.643527585,-90.33230601,11
67.48146152,86.4364157,4
-1.233110823,103.6197463,16
52.84396386,-83.92605704,46
46.09396494,-92.1114724,39
48.82104783,16.53226022,14
68.08771142,19.83017636,26
43.11896541,23.12392583,50
58.42521296,-3.573986561,38
-7.356026511,20.8489262,30
-39.22685474,175.5551514,40
53.76271371,156.5572378,23
69.38354454,91.55099822,87
52.93563051,-2.759403358,23
-0.643527585,-90.32605601,17
18.58771934,98.48849711,91
46.57313153,15.6468437,13
-46.13102031,169.5551524,24
-1.233110823,103.6197463,12
53.4147971,17.23642678,60
-43.25602077,170.2864023,34
52.93563051,-2.759403358,30
47.16688143,-88.25522301,55
45.14396509,-63.9364769,44
58.28354632,-134.5218823,42
-45.52685374,170.5551522,30
42.9918821,27.88642507,5
68.28354472,19.25100979,67
53.6356304,-2.842736678,15
64.28354536,100.1843302,88
-40.76643783,-72.21355891,10
56.46687994,33.04059091,65
-0.643527585,-90.32188935,13
-3.522693791,28.96559157,31
-1.143527504,103.567663,10
53.30438045,45.13850564,53
-42.3997709,173.5551518,24
-1.143527504,103.567663,5
42.58354883,23.26975914,35
42.6002155,23.26975914,42
53.76063038,156.5593212,23
-13.91644213,-171.7593763,0
-43.91018733,168.9801525,46
58.32521298,68.31975194,29
42.60229883,23.26975914,46
42.20646556,23.31559247,28
41.74396563,24.14684234,16
-1.143527504,103.5697463,12
53.80438037,156.3947378,12
41.67313231,23.44059245,33
-3.747693755,14.52601054,35
41.9752156,-7.873985873,9
4.939804856,-75.34480841,37
19.53355252,-101.5323042,58
41.54813233,23.63850908,15
69.12937792,-104.8989703,88
43.54188201,-7.505235933,44
42.41896553,-8.348985797,18
56.97104653,82.61766631,58
-40.66643785,-72.17189225,17
64.16687871,100.5176635,36
47.59188136,8.77392813,7
42.66271549,-8.967735698,17
43.11479875,23.19267582,35
60.89187924,86.688499,24
18.3960527,-97.4718882,23
53.63771373,-2.838570012,18
15.55438649,-16.4427345,7
42.60229883,23.23017582,20
-1.143527504,103.5655796,20
47.59188136,8.77392813,4
-1.143527504,103.5697463,14
9.383554144,-82.36564062,36
42.20438223,23.3176758,29
-42.8289375,170.9384855,37
53.33146378,46.82183871,26
50.60021422,22.96350919,36
49.07521446,-80.53647425,56
-4.616443616,55.43642066,14
67.95646144,19.98642634,30
42.21479889,126.5176593,32
60.41479598,-150.9010463,36
42.14813224,23.78850906,37
41.70854897,23.46975911,32
50.29813093,-63.69272694,46
52.93563051,-2.759403358,36
