latitude,longitude,Species richness
53.76063038,156.5572378,18
43.11479875,23.13225917,36
52.63146389,21.4676761,37
59.8543794,12.30309423,39
45.10229843,-83.63855708,34
41.62104899,24.67809225,24
52.50438058,9.680177985,21
-3.972693718,-79.08022448,122
68.35437804,19.04684315,27
-1.235194157,103.6197463,11
41.95229893,-75.26564176,50
53.6356304,-2.836486679,10
42.61479883,23.25934248,21
42.67729882,-8.719819071,6
-35.56018866,148.7801557,35
53.6356304,-2.836486679,13
51.56688073,10.08226125,23
54.44604693,159.2176541,11
-1.143527504,103.5697463,12
-1.697694083,101.26558,39
56.46271328,33.92809077,37
-0.643527585,-90.32813935,8
37.80021626,-25.20106643,25
41.70646564,23.50725911,75
42.57729883,23.20309249,33
53.80854704,16.58642688,38
53.76063038,156.5593212,17
60.9022959,68.67600188,42
73.50646055,80.54683331,18
37.84604959,-107.7260532,11
52.91479718,-2.771903356,21
53.76063038,156.5614045,18
58.43146296,-3.428153251,47
47.41896473,-88.00938972,28
20.31688573,-96.86772163,74
-4.110193697,-79.18022446,33
41.9752156,-7.873985873,9
41.42313235,23.65100908,1
53.63771373,-2.838570012,17
34.92105006,136.0801578,40
67.44396152,86.70516566,61
36.58354979,137.5926575,2
42.03146559,128.4322423,27
53.83354703,17.57601005,38
-45.99977033,168.1968193,32
46.69396484,10.33017788,15
44.97521512,-109.7573029,31
42.20646556,23.31559247,28
46.06063161,14.46767722,16
53.76271371,156.5572378,18
60.8897959,68.68850188,26
41.7668823,23.42184245,36
56.46687994,33.04059091,65
61.63979578,-149.8635465,24
41.95438227,-7.919819199,9
40.34188252,-7.623985913,24
67.11687824,62.95100279,36
42.57938217,23.26559248,51
54.70229689,-3.005236652,34
61.16062919,-149.7427132,38
7.833554393,-8.755235732,84
-36.73518848,146.780156,30
-35.64977198,148.8301557,33
55.07313017,-6.211486139,31
-0.643527585,-90.32605601,19
67.95646144,19.98642634,30
41.7481323,23.41142579,23
56.9752132,82.60724965,49
47.59188136,8.769761464,7
42.58563217,23.28434247,97
-40.67893785,-72.16355892,17
60.41479598,-150.9010463,36
-1.143527504,103.567663,15
-1.143527504,103.5655796,20
42.59604883,23.28225914,5
55.17729682,40.2114231,20
60.89187924,86.688499,24
46.71063151,6.161428548,32
58.78979624,68.79058519,41
19.55646918,99.06349702,15
53.8127137,16.58642688,7
20.12105243,99.68433025,93
18.38563604,-97.48022154,17
61.3064625,-121.2989677,46
57.09812984,-3.861486515,14
-40.66643785,-72.17189225,17
50.27521427,-63.61356029,42
41.83771562,23.38850912,22
58.42312963,-3.578153227,39
42.58354883,23.26975914,35
57.17521316,12.63434418,47
18.3898027,-97.48022154,19
-54.09976903,-69.34897604,18
15.55438649,-16.4427345,7
44.93771512,136.4655744,22
60.90021257,68.68225188,42
46.5522982,-86.10522336,31
42.58563217,23.24684248,28
41.71479897,23.46767578,36
60.8897959,68.68850188,19
-8.185193044,21.55100942,16
53.6356304,-2.844820011,14
53.80438037,156.3947378,12
50.20229761,-66.60105981,42
52.93563051,-2.759403358,23
41.57729899,23.61767575,20
53.11063048,156.8780711,28
46.40021489,15.60517704,14
