latitude,longitude,Species richness
46.00438162,-89.59480613,47
18.27313606,-97.48647154,30
43.54188201,-7.505235933,44
46.56688153,6.173928546,1
67.44396152,86.70516566,61
55.17104682,40.2114231,22
-2.678943926,12.77392749,2
47.12729811,6.988511749,44
30.31688413,130.5093253,1
54.34188028,156.1030712,12
49.75229769,-77.65730804,32
56.85229655,10.17392791,36
42.54604884,23.32184247,18
62.42937899,-150.7031297,33
-1.143527504,103.5655796,9
18.51688602,-92.63230565,116
42.58354883,23.28642581,25
60.90021257,68.68225188,42
42.62729883,23.25934248,5
69.82312781,27.17184185,35
54.14188032,-7.542735927,31
-40.66018785,-72.16564225,17
53.21479713,16.73017686,46
40.87104911,-3.765653198,2
42.38146553,-7.717735898,9
19.53355252,-101.5323042,58
53.33146378,46.82183871,26
59.79187941,-151.1697963,26
-45.79352036,167.5280694,26
61.3064625,-121.2989677,46
54.77521355,43.43433925,34
5.68563807,-53.76981186,60
58.33562965,-134.5531323,42
53.75854704,156.5572378,34
46.07729827,-92.11980573,42
42.5752155,23.25934248,26
-16.3581084,-68.11772623,59
-40.76643783,-72.21355891,10
42.58979883,23.22184248,24
55.0752135,-2.511486731,43
42.76896547,24.3718423,62
54.78146355,43.44058925,17
28.78563437,-17.80731762,4
48.82104783,16.53226022,14
40.56896582,-4.153153135,4
45.96688162,-71.13855908,43
-40.67060451,-72.16980892,17
37.67104962,49.03433835,32
-1.23727749,103.6197463,13
-4.185193685,136.825991,79
53.90438035,21.2280928,33
42.1460489,23.78434239,35
18.8314693,98.88849704,31
67.53146151,86.64683234,71
-3.981027051,-79.08439115,55
-1.23727749,103.6197463,16
49.16063111,-53.59897856,48
41.7668823,23.42184245,36
34.92105006,136.0801578,40
60.8897959,68.68850188,19
41.71479897,23.46767578,36
64.16687871,100.5176635,36
67.48146152,86.4364157,21
46.40021489,15.60517704,14
-54.09976903,-69.34897604,18
58.64604626,-134.9343822,38
42.98146544,-8.003152519,17
42.60438216,23.27184248,45
70.98979429,-8.515652437,15
42.61063216,23.25934248,38
-1.697694083,101.26558,39
42.60229883,23.25934248,20
42.9918821,-8.001069186,10
-0.643527585,-90.32605601,7
-13.91644213,-171.7593763,0
47.59188136,8.771844797,7
60.8897959,68.68850188,28
42.58354883,23.29267581,21
-1.143527504,103.5655796,12
21.10021894,-100.0489711,38
64.15021205,100.5176635,41
-21.37269093,-174.9406258,45
42.5752155,23.20309249,10
54.78771355,43.43642258,26
29.55855092,94.55933107,16
41.7168823,23.46767578,20
36.96063307,-107.6927199,22
42.65438215,-8.9552357,16
41.87521561,24.163509,20
-46.13102031,169.5551524,24
46.45646488,9.855177957,76
52.91479718,-2.771903356,15
-13.91644213,-171.7489597,0
42.58354883,23.29267581,7
