latitude,longitude,Species richness
41.74396563,24.14684234,16
42.24604889,23.47184244,28
-1.23727749,103.6197463,13
42.20229889,23.31350914,32
-46.50810358,168.7155692,33
-13.91644213,-171.769793,40
47.5939647,8.765594798,5
41.34813236,23.18642582,45
44.93771512,136.4655744,22
-1.697694083,101.26558,39
59.86271273,12.32392756,40
-0.658110916,-90.33022268,15
53.80438037,156.3947378,12
-1.639360759,121.7072434,36
54.12104699,-2.296903432,45
42.5877155,23.3364258,13
54.69188023,-2.37190342,36
47.30021474,-94.24897205,38
42.66271549,-8.967735698,17
60.47104597,-150.7281297,55
54.76688022,43.46558925,28
54.27729696,-2.071903468,45
54.06688033,37.51350686,12
53.75854704,156.5572378,34
-1.143527504,103.5655796,9
-0.643527585,-90.32605601,19
42.58563217,23.28434247,49
58.28354632,14.01142729,14
49.12313112,-122.9698008,41
-42.8226875,171.0447355,30
42.22938222,23.3489258,25
54.77729688,43.44683925,26
-0.643527585,-90.32813935,7
55.26688014,40.2114231,11
57.11479651,12.78017749,50
42.14813224,23.78850906,38
68.88562796,21.05309283,27
43.2314654,-80.05105766,25
-1.235194157,103.6197463,14
42.06688225,-8.842735718,6
41.42313235,23.65100908,1
-0.660194249,-90.32813935,7
-7.226859865,106.9364124,22
43.44604869,-7.436485943,36
42.49813218,23.16559249,29
53.76063038,156.5572378,18
34.91896673,-77.08855813,45
17.63355282,-96.53230502,70
-1.143527504,103.567663,5
53.90438035,21.2280928,33
39.73354929,-3.848986517,3
78.0168765,14.38851056,6
54.77729688,43.43433925,17
52.98354717,46.4614221,23
-3.981027051,-79.08439115,62
70.98979429,-8.515652437,15
19.11271925,99.45933029,13
52.63146389,21.4676761,37
54.78771355,43.43642258,26
68.35646138,19.04684315,46
-1.143527504,103.5655796,14
19.53355252,-101.6989709,60
42.5877155,23.23017582,57
-0.728944238,-90.31772268,6
-4.116443695,-79.08439115,44
16.26480304,102.5926631,16
-1.143527504,103.567663,17
46.69396484,10.33017788,15
53.76063038,156.5593212,23
5.39397145,-52.96356199,29
-4.185193685,136.825991,79
41.7481323,23.41142579,28
19.07521926,99.08224701,18
46.27104824,-86.64688994,34
46.71063151,6.161428548,32
58.78979624,68.79058519,41
4.939804856,-75.34480841,37
18.27105272,-97.48855487,22
60.63979594,-151.080213,37
54.36896361,-2.994819987,47
41.17521572,20.84059287,19
-37.38727171,175.5551514,27
-8.464359667,20.55517624,37
43.2252154,-80.64480756,18
-42.8289375,170.9384855,37
53.2064638,156.8843211,27
46.64604818,10.33851121,12
56.86479655,82.85099961,52
-7.953943082,-14.32606817,10
-3.572693782,143.6176566,63
47.41896473,-88.00938972,28
54.30229696,-3.094819971,53
61.16062919,-149.7427132,38
48.55021454,-58.43439445,31
41.59188232,24.44475896,31
42.76688214,24.25934232,44
-40.56643786,-73.56564203,1
49.09604779,-68.24480955,33
-1.235194157,103.6197463,14
49.20438111,-122.7468842,35
42.03146559,128.4322423,27
41.73146564,23.52392577,32
64.75021195,24.70934225,52
-6.770609937,106.9655791,16
-0.643527585,-90.32813935,8
40.1002159,40.56558971,36
53.80854704,16.58642688,38
64.67312863,-165.6614606,58
