latitude,longitude,Species richness
-0.643527585,-90.32605601,19
64.08354539,-17.16773439,66
60.8897959,68.68850188,26
49.20438111,-122.7468842,35
60.78354592,22.78642589,31
18.27313606,-97.48647154,30
47.59188136,8.771844797,7
43.45646536,-7.436485943,41
42.16271557,23.78017573,24
37.7772996,-25.46148306,29
58.05437969,38.24684008,9
44.36896521,-74.49897521,41
52.64396389,157.4489043,21
53.76063038,156.5572378,25
29.57105091,94.57808107,19
53.76063038,156.5572378,18
41.74396563,24.38225897,15
46.71063151,6.161428548,32
61.03146255,24.9843422,28
31.12521733,115.2655778,24
50.48771423,30.26350802,13
78.02104316,13.9676773,12
56.50021327,32.91767427,52
62.42937899,-150.7031297,33
43.69396532,-7.965652525,31
68.36479471,19.58225973,26
-46.31435361,168.2155693,27
67.44604485,86.71141566,37
-0.643527585,-90.32188935,13
42.62729883,23.25934248,5
45.14396509,-63.9364769,44
60.8897959,68.68850188,10
-7.108109884,107.8259956,41
54.77521355,43.43433925,34
30.31688413,130.5093253,1
19.32730255,-99.31147124,27
-1.143527504,103.567663,12
-1.23727749,103.6197463,16
53.04188049,105.5593293,51
42.58563217,23.24684248,29
67.44396152,86.70516566,61
42.61479883,23.22184248,20
47.5939647,8.765594798,5
-7.910193089,21.40309278,9
42.65438215,-8.9552357,16
-0.643527585,-90.32188935,11
5.456471439,-72.84897548,55
39.36688268,-106.5823034,30
37.83563293,-25.75939968,16
-1.233110823,103.6197463,12
41.74396563,24.144759,33
42.61063216,23.25934248,38
-53.65185244,-70.96564245,28
49.12313112,-122.9698008,41
53.76063038,156.5593212,19
18.27105272,-97.48855487,22
56.97104653,82.61766631,58
47.5939647,8.765594798,5
-4.110193697,-79.18022446,50
42.76688214,24.25934232,53
52.45854725,17.29892677,74
43.11479875,23.1343425,43
40.33771586,-7.611485915,23
47.41896473,-88.00730639,48
28.78563437,-17.80731762,4
4.939804856,-75.34480841,37
-40.66435451,-72.16355892,17
44.97521512,-109.7573029,31
42.77313214,24.25934232,56
42.11688224,23.49267577,25
41.61688232,24.66559225,15
-8.035193069,21.30309279,8
67.82521146,19.73225971,24
-1.143527504,103.5655796,9
42.67729882,-8.719819071,6
-44.03518731,171.5551521,32
-1.143527504,103.567663,9
29.61480091,94.65099772,12
51.52521407,51.52392129,1
19.07521926,99.08224701,18
58.15229634,38.19059009,17
-1.233110823,103.6197463,20
41.7481323,23.41142579,29
41.71063231,23.50934244,28
42.1335489,23.47809244,34
43.11479875,23.13225917,36
51.56688073,10.08226125,23
52.93563051,-2.759403358,30
53.63354706,-2.834403346,18
53.33354711,35.29475722,29
46.00438162,-89.59480613,47
60.60229595,-151.2114629,22
41.54813233,23.64059242,44
42.58563217,23.24684248,28
-4.114360363,-78.9677245,74
-1.143527504,103.5655796,17
51.13979746,5.298928686,100
36.17521652,120.6259936,28
49.16063111,-53.59897856,48
41.70854897,23.46975911,32
59.86271273,12.32392756,40
64.15021205,100.5176635,41
53.30229712,157.4697377,22
7.833554393,-8.755235732,84
-4.110193697,-79.18022446,33
47.59188136,8.77392813,4
40.87104911,-3.765653198,2
41.67729898,23.45517578,16
