latitude,longitude,Species richness
64.51896199,-146.9114636,36
78.25020979,21.07392616,33
-0.643527585,-90.32188935,11
-0.643527585,-90.32188935,14
-8.351859684,21.34892612,7
42.61896549,23.29059247,27
18.27105272,-97.48647154,18
43.32938205,22.86142588,35
36.17521652,120.6259936,28
42.1460489,23.78434239,41
60.8897959,68.68850188,17
-0.643527585,-90.32813935,24
42.40646553,-8.373985793,19
57.11479651,12.78017749,50
67.95646144,19.98642634,30
-1.235194157,103.6197463,14
40.34188252,-7.623985913,24
-36.38102187,148.4801558,27
53.30229712,157.4697377,22
15.86896977,100.9926634,37
49.14188112,-122.9302175,58
57.10229651,14.53851054,37
60.8897959,68.68850188,28
60.89187924,86.688499,24
-7.226859865,106.9364124,22
74.47104373,-20.57398384,47
56.97937986,82.61349965,43
53.75854704,156.5572378,34
42.10021558,-8.630235752,38
42.62104883,23.15934249,1
-0.643527585,-90.33230601,18
42.59188216,23.25309248,8
53.83563037,36.2530904,19
59.87521273,12.29059423,42
44.15646525,-111.071886,22
60.75229593,-135.1052155,25
53.76063038,156.5551545,21
41.67104898,24.15309234,14
46.58354819,-86.07397336,39
59.86271273,12.32392756,40
-1.143527504,103.567663,10
-40.74977117,-72.29897557,28
61.03562921,23.9426757,15
-13.91644213,-171.769793,40
50.76479752,28.95934157,70
42.61479883,23.25934248,21
5.456471439,-72.84897548,55
64.67312863,-165.6614606,58
67.53146151,86.64683234,41
54.36896361,-2.994819987,47
46.40854822,9.703094648,53
54.77521355,43.43433925,34
41.78771563,24.13225901,43
19.53355252,-101.5323042,58
18.58771934,98.48849711,91
54.78563021,43.21975595,16
18.51688602,-92.63230565,116
53.75854704,156.5572378,17
53.63771373,-2.838570012,17
42.57729883,23.26975914,42
43.29604872,28.04267505,70
56.46271328,33.92809077,37
43.30021538,22.19475932,10
60.8897959,68.68850188,14
42.96896544,-81.32397412,26
54.77729688,43.43850592,24
-0.645610918,-90.31772268,19
47.59188136,8.771844797,7
53.76063038,156.5551545,17
41.48354901,24.31559231,48
17.3668862,-96.682305,73
68.36479471,19.58225973,26
42.57938217,23.29892581,40
39.36688268,-106.5823034,30
-1.143527504,103.5697463,12
43.32938205,22.86142588,39
-40.74977117,-72.31564223,37
61.20437919,65.53850238,49
-8.268526365,19.69892638,25
54.31271362,156.0864046,33
54.33354695,-2.984403322,52
-1.235194157,103.6197463,16
-1.143527504,103.5655796,11
58.28354632,14.01142729,14
42.58563217,23.24892581,34
-40.66435451,-72.16355892,17
-7.693526456,21.36350945,7
37.80646626,-25.73648302,18
16.33563637,120.5614102,75
41.61688232,24.66559225,15
41.7668823,23.42184245,36
47.59188136,8.771844797,5
61.78354576,24.29475898,33
-4.185193685,136.825991,79
69.38354454,91.55099822,87
42.6002155,23.26975914,42
42.20438223,23.3176758,33
62.33354567,-150.5447964,34
47.59188136,8.771844797,3
41.74396563,24.14684234,33
41.61688232,24.66559225,17
-35.64977198,148.8301557,33
60.8897959,68.68850188,22
54.75438022,43.20100595,23
18.38563604,-97.48022154,17
41.7481323,23.41142579,32
46.69396484,10.33017788,15
42.61479883,23.30934247,79
