latitude,longitude,Species richness
73.50646055,80.54683331,18
47.44604805,-92.43647234,38
47.41896473,-88.00938972,28
42.61479883,23.22184248,20
19.07521926,99.08224701,18
53.6356304,-2.836486679,13
43.11479875,23.19267582,35
-1.143527504,103.5655796,13
18.26896939,-97.48647154,27
60.50854596,-149.4427132,26
-1.143527504,103.567663,13
53.31479712,35.34475721,31
37.82313293,-25.75106635,11
42.15438223,23.77392573,48
42.41896553,-8.340652466,22
43.11479875,23.13225917,36
-42.83727083,171.0051522,30
18.51688602,-92.63230565,116
42.76896547,24.3718423,62
43.48146536,-80.94897418,14
60.9022959,68.68641854,37
16.66688631,102.1134965,17
42.58354883,23.26975914,35
45.2710484,-75.46564173,23
42.00646559,23.9364257,26
41.69604897,23.48434244,39
51.60438072,14.26559392,22
52.9856305,46.45933877,17
41.71063231,23.50934244,28
-53.86018574,-69.57605933,27
35.56063329,-5.594819571,34
43.11896541,23.1218425,47
41.62104899,24.67809225,19
-1.233110823,103.6197463,12
60.75229593,-135.1281322,62
60.11687936,71.50100143,39
59.92312939,12.27184424,41
60.8897959,68.68850188,13
54.07938033,50.37183814,61
-2.678943926,12.77392749,2
47.5939647,8.767678131,3
60.47104597,-150.698963,41
53.08146382,-7.992735854,39
-13.91644213,-171.769793,40
47.59188136,8.77392813,4
-1.235194157,103.6197463,14
-1.143527504,103.567663,18
33.06688369,35.58434051,23
58.23354633,68.21766862,65
53.21479713,16.73017686,46
53.76063038,156.5530712,17
45.96688162,-71.13855908,43
58.175213,38.21767342,17
54.78771355,43.43642258,26
-43.86227067,169.0655691,39
-0.643527585,-90.32188935,14
53.76063038,156.5593212,19
42.76688214,24.25934232,44
-8.268526365,19.69892638,25
58.41062963,-3.703153207,30
54.06063033,37.58850685,25
54.69188023,-2.37190342,36
47.59188136,8.771844797,7
-40.56643786,-73.56564203,1
37.81688293,-25.26356642,22
41.48354901,24.31559231,48
42.12729891,24.90934221,42
-54.61643562,-67.77189296,23
42.34604887,126.359326,31
-1.233110823,103.6197463,17
43.30021538,22.19475932,10
49.12313112,-68.29272621,54
30.55438409,114.4093279,23
60.8897959,68.68850188,21
56.97937986,82.61349965,43
43.33146538,22.85934254,40
61.3064625,-121.2989677,46
42.58979883,23.25100915,23
-6.949776575,108.4343289,42
18.39188604,-97.47605487,19
51.52521407,51.52392129,1
42.58563217,23.28434247,97
41.71063231,23.50934244,33
42.61896549,23.29059247,27
-1.143527504,103.5655796,17
42.98354877,-8.848985718,7
15.86896977,100.9926634,37
52.93563051,-2.759403358,24
42.58563217,23.28434247,49
