latitude,longitude,Species richness
9.381470811,-82.36564062,25
47.59188136,8.77392813,5
43.11688208,23.1218425,29
-4.62686028,55.43642066,50
42.5877155,23.3364258,13
48.77521451,16.69684353,7
53.11063048,156.8780711,28
-0.643527585,-90.32813935,13
47.16688143,-88.25522301,55
53.6356304,-2.836486679,16
41.74396563,24.14684234,16
47.30021474,-94.24897205,38
58.28354632,14.01142729,14
18.27105272,-97.48647154,18
58.78979624,68.79058519,41
43.32938205,22.86142588,35
69.38354454,91.55099822,87
41.83771562,23.38850912,22
-45.52685374,170.5551522,30
41.9502156,24.138509,25
18.3898027,-97.48022154,24
16.66688631,102.1134965,17
47.59188136,8.769761464,7
-1.143527504,103.5655796,13
37.67104962,49.03433835,32
36.56063313,-5.594819571,39
-1.235194157,103.6197463,13
43.45021536,-7.530235928,39
42.23146556,23.3489258,34
58.32521298,68.31975194,29
-13.91644213,-171.7802096,0
58.23354633,68.21766862,65
42.67729882,-8.719819071,6
34.92105006,136.0801578,40
58.87521289,26.24892533,27
57.11479651,12.78017749,50
45.49396503,-74.80522516,54
41.61688232,24.66559225,17
67.48146152,86.4364157,4
67.53146151,86.64683234,71
42.12938224,23.46975911,40
54.59813024,-84.64064026,28
51.52521407,51.52392129,1
-54.09976903,-69.34897604,18
54.2668803,156.3780712,9
-45.99977033,168.1968193,32
68.31896138,19.85725969,26
55.26688014,40.2114231,11
50.48771423,30.26350802,13
-43.24768743,170.190569,23
-1.143527504,103.5697463,12
60.8897959,68.68850188,21
42.49604885,23.21559249,57
-44.03310398,168.7509859,33
37.7772996,-25.46148306,29
-43.24768743,172.5551519,26
-1.143527504,103.5697463,12
15.55438649,-16.4427345,7
46.56688153,6.173928546,1
-3.572693782,143.6176566,63
54.20021364,155.8926546,23
54.31271362,156.0864046,33
54.78563021,43.21975595,16
46.27521491,-86.64688994,31
53.90438035,21.2280928,33
48.77521451,16.69684353,18
42.22938222,23.3489258,15
42.58354883,23.29267581,21
53.76271371,156.5572378,27
-1.233110823,103.6197463,11
47.58979803,8.77392813,6
42.58354883,23.26975914,46
37.76271627,-25.42814973,21
47.58979803,8.77392813,8
42.58563217,23.28434247,15
42.58979883,23.22184248,24
-0.643527585,-90.32397268,9
-40.77893783,-72.25939224,17
47.58979803,8.778094796,7
-1.143527504,103.567663,15
66.40021169,79.01766689,45
-36.36018854,148.5009891,39
43.54188201,-7.505235933,44
60.8897959,68.68850188,10
43.25229873,133.7072415,23
-40.67060451,-72.16980892,17
-45.79352036,167.5280694,26
56.9752132,82.60724965,49
46.5647982,-86.07397336,49
43.33146538,22.85934254,40
41.87521561,24.163509,20
53.83563037,36.2530904,19
-0.643527585,-90.33230601,11
43.11479875,23.1343425,43
-8.268526365,19.69892638,25
41.76479896,24.14267567,77
-53.86018574,-69.57605933,27
-43.91018733,168.9801525,46
54.06271366,37.59267352,22
-0.643527585,-90.32813935,8
44.36896521,-74.49897521,41
54.27729696,-2.071903468,45
42.62104883,23.15934249,1
-1.143527504,103.5655796,14
54.77729688,43.43433925,17
29.56480092,94.54891441,16
18.78355264,99.23641366,28
48.83979783,16.49684356,23
